"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","df.int","iterations","robynPareto","total_spend","mean_spend","spend_share","effect_share","roi_mean","roi_total","cpa_total","mean_response","next_unit_response","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"180","newsletter",112739.273365645,6977636.96241224,0.0194835447184316,35240.5907192537,0.0109242940722411,6977636.96241224,0.0194835447184316,35240.5907192537,0.0109242940722411,TRUE,0.6221648,0.872988937584023,0.959883458227373,0.945831121839078,0.080116129852806,0.316324246841233,0.434099733173707,0.316324246841233,0.0134864273527084,0,65715.0956891869,0.000903664,65481090.2648517,1e-04,"2_136_10",2,136,10,1,2170,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.221231526134626
"181","(Intercept)",1640877.30830073,324893707.043544,0.912045239249869,1640877.30830073,0.410409139371664,324893707.043544,0.912045239249869,1640877.30830073,0.410409139371664,TRUE,0.758942,0.890931500335372,0.959611939330429,0.977371737535116,0.07377422564557,0.261359464088681,0.245569335133132,0.261359464088681,0.0150172856595022,0,47845.3253222239,0.000630737,65481090.2648517,1e-04,"3_81_4",3,81,4,1,1284,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"182","trend",-0.480006878986838,-170924735.582819,-0.479821824734387,0,0,-170924735.582819,-0.479821824734387,0,0,FALSE,0.758942,0.890931500335372,0.959611939330429,0.977371737535116,0.07377422564557,0.261359464088681,0.245569335133132,0.261359464088681,0.0150172856595022,0,47845.3253222239,0.000630737,65481090.2648517,1e-04,"3_81_4",3,81,4,1,1284,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"183","season",0.327990304983693,-2497721.6694742,-0.00701163213761436,-12614.7559064354,-0.00315514821781843,-2497721.6694742,-0.00701163213761436,-12614.7559064354,-0.00315514821781843,FALSE,0.758942,0.890931500335372,0.959611939330429,0.977371737535116,0.07377422564557,0.261359464088681,0.245569335133132,0.261359464088681,0.0150172856595022,0,47845.3253222239,0.000630737,65481090.2648517,1e-04,"3_81_4",3,81,4,1,1284,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"184","holiday",0.865213293524445,2472857.34643427,0.00694183273256556,65075.1933272177,0.0162763260560449,2472857.34643427,0.00694183273256556,65075.1933272177,0.0162763260560449,TRUE,0.758942,0.890931500335372,0.959611939330429,0.977371737535116,0.07377422564557,0.261359464088681,0.245569335133132,0.261359464088681,0.0150172856595022,0,47845.3253222239,0.000630737,65481090.2648517,1e-04,"3_81_4",3,81,4,1,1284,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"185","competitor_sales_B",0.143717062724673,155011904.244763,0.435151147062828,782888.40527658,0.19581266375507,155011904.244763,0.435151147062828,782888.40527658,0.19581266375507,TRUE,0.758942,0.890931500335372,0.959611939330429,0.977371737535116,0.07377422564557,0.261359464088681,0.245569335133132,0.261359464088681,0.0150172856595022,0,47845.3253222239,0.000630737,65481090.2648517,1e-04,"3_81_4",3,81,4,1,1284,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"186","events",0.888351176866215,2592566.40556073,0.00727788133893864,1296283.20278037,0.324220751267487,2592566.40556073,0.00727788133893864,1296283.20278037,0.324220751267487,TRUE,0.758942,0.890931500335372,0.959611939330429,0.977371737535116,0.07377422564557,0.261359464088681,0.245569335133132,0.261359464088681,0.0150172856595022,0,47845.3253222239,0.000630737,65481090.2648517,1e-04,"3_81_4",3,81,4,1,1284,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"187","tv_S",408546.631095163,12713698.3720392,0.0356900359166484,64210.5978385816,0.0160600771697932,12713698.3720392,0.0356900359166484,64210.5978385816,0.0160600771697932,TRUE,0.758942,0.890931500335372,0.959611939330429,0.977371737535116,0.07377422564557,0.261359464088681,0.245569335133132,0.261359464088681,0.0150172856595022,0,47845.3253222239,0.000630737,65481090.2648517,1e-04,"3_81_4",3,81,4,1,1284,2,21871508.1,254319.861627907,0.342296512761419,0.339835753072617,0.144795430602492,0.581290431090079,1.7203104446855,36824.3538751791,0.384403681338881,2,FALSE,0.600161696595261,0.00710505744350078,0.505041251438664,0.695133122660817,0.419065432138498
"188","ooh_S",93848.9117647062,9050043.00837119,0.0254053817043777,45707.2879210666,0.011432109277033,9050043.00837119,0.0254053817043777,45707.2879210666,0.011432109277033,TRUE,0.758942,0.890931500335372,0.959611939330429,0.977371737535116,0.07377422564557,0.261359464088681,0.245569335133132,0.261359464088681,0.0150172856595022,0,47845.3253222239,0.000630737,65481090.2648517,1e-04,"3_81_4",3,81,4,1,1284,2,15661807,190997.646341463,0.245112586435792,0.241906649905531,0.412078222755821,0.577841561217756,1.73057818460233,78705.9706549351,0.45732958856388,2,FALSE,0.640539081307268,0.0139188633764839,0.454393430088924,0.826784899906185,0.683004635577442
"189","print_S",112058.791150303,3355517.9197487,0.0094196473418128,16947.060200751,0.00423872544076604,3355517.9197487,0.0094196473418128,16947.060200751,0.00423872544076604,TRUE,0.758942,0.890931500335372,0.959611939330429,0.977371737535116,0.07377422564557,0.261359464088681,0.245569335133132,0.261359464088681,0.0150172856595022,0,47845.3253222239,0.000630737,65481090.2648517,1e-04,"3_81_4",3,81,4,1,1284,2,5084592.32,62772.744691358,0.0795755926839583,0.0896926233293645,0.00101263517258414,0.659938439223521,1.51529285243119,63.5658891541134,0.00516875166090358,2,FALSE,0.678574086342274,0.0186445493362042,0.429417933019047,0.928242509680955,0.558743121576613
"190","facebook_S",252588.376732187,7380348.11325672,0.020718195566036,37274.4854204885,0.00932293316785914,7380348.11325672,0.020718195566036,37274.4854204885,0.00932293316785914,TRUE,0.758942,0.890931500335372,0.959611939330429,0.977371737535116,0.07377422564557,0.261359464088681,0.245569335133132,0.261359464088681,0.0150172856595022,0,47845.3253222239,0.000630737,65481090.2648517,1e-04,"3_81_4",3,81,4,1,1284,2,12302572.72,135193.106813187,0.192539431702461,0.197275889801088,0.0181410424964654,0.599902823680015,1.66693664461462,2452.54389592721,0.0390076148096341,2,FALSE,0.533223717914483,0.0142828367341774,0.341967863737473,0.724097238869242,0.792712110083643
"191","search_S",62865.7245085738,4911695.7149,0.0137881670106283,24806.5440146465,0.00620450555829765,4911695.7149,0.0137881670106283,24806.5440146465,0.00620450555829765,TRUE,0.758942,0.890931500335372,0.959611939330429,0.977371737535116,0.07377422564557,0.261359464088681,0.245569335133132,0.261359464088681,0.0150172856595022,0,47845.3253222239,0.000630737,65481090.2648517,1e-04,"3_81_4",3,81,4,1,1284,2,8975900,53747.9041916168,0.140475876416369,0.131289083891399,0.0759172738985905,0.547209273153667,1.82745441106438,4080.39436399017,0.303754154154831,2,FALSE,0.646643686146597,0.0156083021717092,0.438082581069162,0.855674048839068,0.358274239009081
"192","newsletter",115107.57960249,7265548.54895062,0.0203959289482978,36694.6896411647,0.00917791715380383,7265548.54895062,0.0203959289482978,36694.6896411647,0.00917791715380383,TRUE,0.758942,0.890931500335372,0.959611939330429,0.977371737535116,0.07377422564557,0.261359464088681,0.245569335133132,0.261359464088681,0.0150172856595022,0,47845.3253222239,0.000630737,65481090.2648517,1e-04,"3_81_4",3,81,4,1,1284,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.420633802622714
"193","(Intercept)",857922.952572942,169868744.609443,0.479912954652069,857922.952572942,0.241030631272468,169868744.609443,0.479912954652069,857922.952572942,0.241030631272468,TRUE,0.7641515,0.894571223343812,0.984317878939951,0.979666180385797,0.0725100982636075,0.16417691757796,0.223167763986528,0.16417691757796,0.372649573288809,0,10446.5483833478,5.95413e-05,65481090.2648517,1e-04,"3_98_6",3,98,6,1,1558,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"194","trend",-0.167988319872508,-59818640.965764,-0.168999546062197,0,0,-59818640.965764,-0.168999546062197,0,0,FALSE,0.7641515,0.894571223343812,0.984317878939951,0.979666180385797,0.0725100982636075,0.16417691757796,0.223167763986528,0.16417691757796,0.372649573288809,0,10446.5483833478,5.95413e-05,65481090.2648517,1e-04,"3_98_6",3,98,6,1,1558,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"195","season",0.267509044298048,-2037142.94773678,-0.00575533358620371,-10288.6007461454,-0.00289054853389409,-2037142.94773678,-0.00575533358620371,-10288.6007461454,-0.00289054853389409,FALSE,0.7641515,0.894571223343812,0.984317878939951,0.979666180385797,0.0725100982636075,0.16417691757796,0.223167763986528,0.16417691757796,0.372649573288809,0,10446.5483833478,5.95413e-05,65481090.2648517,1e-04,"3_98_6",3,98,6,1,1558,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"196","holiday",0.979952044684265,2800791.00839925,0.00791279108640163,73705.0265368224,0.0207071847429259,2800791.00839925,0.00791279108640163,73705.0265368224,0.0207071847429259,TRUE,0.7641515,0.894571223343812,0.984317878939951,0.979666180385797,0.0725100982636075,0.16417691757796,0.223167763986528,0.16417691757796,0.372649573288809,0,10446.5483833478,5.95413e-05,65481090.2648517,1e-04,"3_98_6",3,98,6,1,1558,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"197","competitor_sales_B",0.176052559500806,189888674.162968,0.536473233389917,959033.707893776,0.269437365362433,189888674.162968,0.536473233389917,959033.707893776,0.269437365362433,TRUE,0.7641515,0.894571223343812,0.984317878939951,0.979666180385797,0.0725100982636075,0.16417691757796,0.223167763986528,0.16417691757796,0.372649573288809,0,10446.5483833478,5.95413e-05,65481090.2648517,1e-04,"3_98_6",3,98,6,1,1558,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"198","events",0.976180982609437,2848889.14110329,0.00804867786788292,1424444.57055165,0.400193016194554,2848889.14110329,0.00804867786788292,1424444.57055165,0.400193016194554,TRUE,0.7641515,0.894571223343812,0.984317878939951,0.979666180385797,0.0725100982636075,0.16417691757796,0.223167763986528,0.16417691757796,0.372649573288809,0,10446.5483833478,5.95413e-05,65481090.2648517,1e-04,"3_98_6",3,98,6,1,1558,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"199","tv_S",228714.660080048,11965173.0669753,0.0338039912680691,60430.1670049256,0.0169776566268747,11965173.0669753,0.0338039912680691,60430.1670049256,0.0169776566268747,TRUE,0.7641515,0.894571223343812,0.984317878939951,0.979666180385797,0.0725100982636075,0.16417691757796,0.223167763986528,0.16417691757796,0.372649573288809,0,10446.5483833478,5.95413e-05,65481090.2648517,1e-04,"3_98_6",3,98,6,1,1558,2,21871508.1,254319.861627907,0.342296512761419,0.294572369019354,0.106864098196394,0.54706666830054,1.82793077689507,27177.6626662981,0.607399115091539,6,FALSE,0.615351053641591,0.0254142403477057,0.41004128296145,0.82090615721049,0.486282742315706
"200","ooh_S",281632.261147347,20143420.2078155,0.0569091643725114,101734.445494018,0.0285819577924077,20143420.2078155,0.0569091643725114,101734.445494018,0.0285819577924077,TRUE,0.7641515,0.894571223343812,0.984317878939951,0.979666180385797,0.0725100982636075,0.16417691757796,0.223167763986528,0.16417691757796,0.372649573288809,0,10446.5483833478,5.95413e-05,65481090.2648517,1e-04,"3_98_6",3,98,6,1,1558,2,15661807,190997.646341463,0.245112586435792,0.495913847426575,0.611995036284475,1.28614917856002,0.777514783409191,116889.611502993,0.322325729241129,6,FALSE,1.18531583813989,0.0407235105942983,0.858799834101101,1.51716537367216,0.792998606914037
"201","print_S",159177.426407694,8510196.2838088,0.0240429953881269,42980.7893121656,0.0120753113661677,8510196.2838088,0.0240429953881269,42980.7893121656,0.0120753113661677,TRUE,0.7641515,0.894571223343812,0.984317878939951,0.979666180385797,0.0725100982636075,0.16417691757796,0.223167763986528,0.16417691757796,0.372649573288809,0,10446.5483833478,5.95413e-05,65481090.2648517,1e-04,"3_98_6",3,98,6,1,1558,2,5084592.32,62772.744691358,0.0795755926839583,0.209513783554071,0.000275452633165028,1.6737224438495,0.597470628224377,17.2909178162306,0.00155769009669626,6,FALSE,1.32934946577709,0.129020166226864,0.28070015930814,2.36653289115984,0.730365156438564
"202","facebook_S",0,0,0,0,0,0,0,0,0,TRUE,0.7641515,0.894571223343812,0.984317878939951,0.979666180385797,0.0725100982636075,0.16417691757796,0.223167763986528,0.16417691757796,0.372649573288809,0,10446.5483833478,5.95413e-05,65481090.2648517,1e-04,"3_98_6",3,98,6,1,1558,2,12302572.72,135193.106813187,0.192539431702461,0,0,0,Inf,0,0,6,FALSE,0.651413756847956,0.121699698141216,0,1.63658171127933,0
"203","search_S",0,0,0,0,0,0,0,0,0,TRUE,0.7641515,0.894571223343812,0.984317878939951,0.979666180385797,0.0725100982636075,0.16417691757796,0.223167763986528,0.16417691757796,0.372649573288809,0,10446.5483833478,5.95413e-05,65481090.2648517,1e-04,"3_98_6",3,98,6,1,1558,2,8975900,53747.9041916168,0.140475876416369,0,0,0,Inf,0,0,6,FALSE,0.0406197058550745,0.0205539413668283,0,0.207985870489271,0
"204","newsletter",205253.531990313,9787301.58926826,0.0276510716234228,49430.8161074154,0.0138874251760628,9787301.58926826,0.0276510716234228,49430.8161074154,0.0138874251760628,TRUE,0.7641515,0.894571223343812,0.984317878939951,0.979666180385797,0.0725100982636075,0.16417691757796,0.223167763986528,0.16417691757796,0.372649573288809,0,10446.5483833478,5.95413e-05,65481090.2648517,1e-04,"3_98_6",3,98,6,1,1558,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,0.349458401892028
"205","(Intercept)",1127712.25650546,223287026.788081,0.628809716923804,1127712.25650546,0.297212935889536,223287026.788081,0.628809716923804,1127712.25650546,0.297212935889536,TRUE,0.7603256,0.891006467753593,0.983075590027009,0.985283180303212,0.0737488672059807,0.169187588188951,0.198041184509143,0.169187588188951,0.295537749478991,0,7284.22620903469,1.12428e-05,65481090.2648517,1e-04,"3_107_14",3,107,14,1,1710,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA
"206","trend",-0.321073894781458,-114330591.852979,-0.321972073939768,0,0,-114330591.852979,-0.321972073939768,0,0,FALSE,0.7603256,0.891006467753593,0.983075590027009,0.985283180303212,0.0737488672059807,0.169187588188951,0.198041184509143,0.169187588188951,0.295537749478991,0,7284.22620903469,1.12428e-05,65481090.2648517,1e-04,"3_107_14",3,107,14,1,1710,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA
"207","season",0.249057146595719,-1896627.49946365,-0.00534118716256424,-9578.92676496791,-0.00252456327406528,-1896627.49946365,-0.00534118716256424,-9578.92676496791,-0.00252456327406528,FALSE,0.7603256,0.891006467753593,0.983075590027009,0.985283180303212,0.0737488672059807,0.169187588188951,0.198041184509143,0.169187588188951,0.295537749478991,0,7284.22620903469,1.12428e-05,65481090.2648517,1e-04,"3_107_14",3,107,14,1,1710,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA
"208","holiday",0.968734349766344,2768729.82823079,0.00779715796556626,72861.3112692312,0.0192028809744383,2768729.82823079,0.00779715796556626,72861.3112692312,0.0192028809744383,TRUE,0.7603256,0.891006467753593,0.983075590027009,0.985283180303212,0.0737488672059807,0.169187588188951,0.198041184509143,0.169187588188951,0.295537749478991,0,7284.22620903469,1.12428e-05,65481090.2648517,1e-04,"3_107_14",3,107,14,1,1710,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA
"209","competitor_sales_B",0.182467031300986,196807264.548962,0.554238739660566,993976.083580617,0.261966249192351,196807264.548962,0.554238739660566,993976.083580617,0.261966249192351,TRUE,0.7603256,0.891006467753593,0.983075590027009,0.985283180303212,0.0737488672059807,0.169187588188951,0.198041184509143,0.169187588188951,0.295537749478991,0,7284.22620903469,1.12428e-05,65481090.2648517,1e-04,"3_107_14",3,107,14,1,1710,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA
"210","events",0.944696259351787,2757004.04213364,0.00776413639533659,1378502.02106682,0.363309550328493,2757004.04213364,0.00776413639533659,1378502.02106682,0.363309550328493,TRUE,0.7603256,0.891006467753593,0.983075590027009,0.985283180303212,0.0737488672059807,0.169187588188951,0.198041184509143,0.169187588188951,0.295537749478991,0,7284.22620903469,1.12428e-05,65481090.2648517,1e-04,"3_107_14",3,107,14,1,1710,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA
"211","tv_S",220468.507147902,10275995.863536,0.028938743746151,51898.9690077574,0.0136781744274329,10275995.863536,0.028938743746151,51898.9690077574,0.0136781744274329,TRUE,0.7603256,0.891006467753593,0.983075590027009,0.985283180303212,0.0737488672059807,0.169187588188951,0.198041184509143,0.169187588188951,0.295537749478991,0,7284.22620903469,1.12428e-05,65481090.2648517,1e-04,"3_107_14",3,107,14,1,1710,3,21871508.1,254319.861627907,0.342296512761419,0.2694877019797,0.0290093771832398,0.469834810501063,2.12840763955641,7377.66079115331,0.209269057249912,1,TRUE,0.51370183285491,0.0165157587785365,0.390859183885345,0.63495881374189,0.47250583946911
"212","ooh_S",195784.37250846,18740150.9211573,0.0527750723602331,94647.2268745318,0.024944643468142,18740150.9211573,0.0527750723602331,94647.2268745318,0.024944643468142,TRUE,0.7603256,0.891006467753593,0.983075590027009,0.985283180303212,0.0737488672059807,0.169187588188951,0.198041184509143,0.169187588188951,0.295537749478991,0,7284.22620903469,1.12428e-05,65481090.2648517,1e-04,"3_107_14",3,107,14,1,1710,3,15661807,190997.646341463,0.245112586435792,0.49145992987561,0.597610199599966,1.19655100596996,0.835735371923718,114142.141553246,0.32662672776496,1,TRUE,0.846231953195524,0.0444473898499167,0.517038985241383,1.17396256689081,0.792263323720806
"213","print_S",135206.841770801,3962600.32484218,0.0111592761316628,20013.1329537484,0.00527453875509277,3962600.32484218,0.0111592761316628,20013.1329537484,0.00527453875509277,TRUE,0.7603256,0.891006467753593,0.983075590027009,0.985283180303212,0.0737488672059807,0.169187588188951,0.198041184509143,0.169187588188951,0.295537749478991,0,7284.22620903469,1.12428e-05,65481090.2648517,1e-04,"3_107_14",3,107,14,1,1710,3,5084592.32,62772.744691358,0.0795755926839583,0.103919081866804,0.00230125354902687,0.779334915260655,1.28314538514618,144.456001503145,0.0105916188122706,1,TRUE,1.10777853081805,0.112992366258915,0.275959843923222,1.94596454369277,0.577094238449492
"214","facebook_S",43793.7928568507,2641599.75233458,0.00743914062713546,13341.4128905787,0.00351618107478128,2641599.75233458,0.00743914062713546,13341.4128905787,0.00351618107478128,TRUE,0.7603256,0.891006467753593,0.983075590027009,0.985283180303212,0.0737488672059807,0.169187588188951,0.198041184509143,0.169187588188951,0.295537749478991,0,7284.22620903469,1.12428e-05,65481090.2648517,1e-04,"3_107_14",3,107,14,1,1710,3,12302572.72,135193.106813187,0.192539431702461,0.0692758790739561,8.24015901994558e-05,0.214719295911187,4.65724328946022,11.1401269854115,0.000658361522919648,1,TRUE,0.318817951682456,0.0358136988279499,0.0536332797071647,0.582952625243827,0.665573541294257
"215","search_S",65395.8796373634,2511247.96804929,0.00707205047525333,12683.0705457035,0.00334267239824433,2511247.96804929,0.00707205047525333,12683.0705457035,0.00334267239824433,TRUE,0.7603256,0.891006467753593,0.983075590027009,0.985283180303212,0.0737488672059807,0.169187588188951,0.198041184509143,0.169187588188951,0.295537749478991,0,7284.22620903469,1.12428e-05,65481090.2648517,1e-04,"3_107_14",3,107,14,1,1710,3,8975900,53747.9041916168,0.140475876416369,0.0658574072039306,0.00466064939453636,0.279776731920954,3.57427865117294,250.500137128257,0.0195406461935477,1,TRUE,0.0587901602935206,0.0311100670018827,0,0.288330406295724,0.321270006824717
